"link","Node","relative_influence","Solution","LandUse","rank","cum_sum"
"Access to nature -> Mental health","Biodiversity",0.448384746075806,"green","Industrial",33,76.8284487728526
"Affordability -> Economic wellbeing","Biodiversity",0.435292655755172,"green","Industrial",34,77.2637414286077
"Climate mitigation -* Water temperature","Biodiversity",0.435118351308114,"green","Industrial",35,77.6988597799158
"Nutrients -* Nutrients","Biodiversity",0.43006955056228,"green","Industrial",36,78.1289293304781
"Local foods -> Mental health","Biodiversity",0.42394125683704,"green","Industrial",37,78.5528705873152
"Water quality -* Water quality","Biodiversity",0.416920913603285,"green","Industrial",38,78.9697915009184
"Walkability -> Air quality","Biodiversity",0.400097366079602,"green","Industrial",39,79.369888866998
"Property value -* Affordability","Biodiversity",0.398398628362544,"green","Industrial",40,79.7682874953606
"Water temperature -* Water temperature","Biodiversity",0.397141064770696,"green","Industrial",41,80.1654285601313
"Mental health -* Mental health","Biodiversity",0.391501724786545,"green","Industrial",42,80.5569302849178
"Transportation -* Transportation","Biodiversity",0.390742220896896,"green","Industrial",43,80.9476725058147
"Gray infrastructure -* Sediment","Biodiversity",0.388269010932186,"green","Industrial",44,81.3359415167469
"Green infrastructure -> Local jobs","Biodiversity",0.367272887850597,"green","Industrial",45,81.7032144045975
"Industrial -> Local jobs","Biodiversity",0.36326156781728,"green","Industrial",46,82.0664759724148
"Biodiversity -> Local foods","Biodiversity",0.361792336363856,"green","Industrial",47,82.4282683087786
"Industrial -> Sediment","Biodiversity",0.358206026110509,"green","Industrial",48,82.7864743348891
"Toxics -* Biodiversity","Biodiversity",0.357206171230567,"green","Industrial",49,83.1436805061197
"Residential -> Sediment","Biodiversity",0.352369270557994,"green","Industrial",50,83.4960497766777
"Air quality -* Air quality","Biodiversity",0.347014131168278,"green","Industrial",51,83.843063907846
"Green infrastructure -* Toxics","Biodiversity",0.322729920997178,"green","Industrial",52,84.1657938288432
"Urban heat island -* Biodiversity","Biodiversity",0.320657598906948,"green","Industrial",53,84.4864514277501
"Toxics -* Salmon","Biodiversity",0.309991408986655,"green","Industrial",54,84.7964428367368
"Physical health -> Economic wellbeing","Biodiversity",0.303058745219797,"green","Industrial",55,85.0995015819566
"Mental health -> Economic wellbeing","Biodiversity",0.290496564435283,"green","Industrial",56,85.3899981463919
"Biodiversity -> Salmon","Biodiversity",0.28997050569909,"green","Industrial",57,85.6799686520909
"Industrial -> Water temperature","Biodiversity",0.289314293224269,"green","Industrial",58,85.9692829453152
"Bacteria -* Bacteria","Biodiversity",0.287384214371383,"green","Industrial",59,86.2566671596866
"Walkability -> Physical health","Biodiversity",0.284652726848514,"green","Industrial",60,86.5413198865351
"Toxics -* Water quality","Biodiversity",0.278763063668325,"green","Industrial",61,86.8200829502034
"Nutrients -* Water quality","Biodiversity",0.27793124924429,"green","Industrial",62,87.0980141994477
"Water quality -> Salmon","Biodiversity",0.268977663228577,"green","Industrial",63,87.3669918626763
"Transportation -* Air quality","Biodiversity",0.267517526385055,"green","Industrial",64,87.6345093890613
"Transportation -> Toxics","Biodiversity",0.26417885579447,"green","Industrial",65,87.8986882448558
"Access to nature -* Affordability","Biodiversity",0.258898346072769,"green","Industrial",66,88.1575865909286
"Economic wellbeing -* Economic wellbeing","Biodiversity",0.255940102257107,"green","Industrial",67,88.4135266931857
"Residential -* Residential","Biodiversity",0.254004200087617,"green","Industrial",68,88.6675308932733
"Air quality -> Physical health","Biodiversity",0.25070708643617,"green","Industrial",69,88.9182379797095
"Economic wellbeing -> Physical health","Biodiversity",0.243834367966127,"green","Industrial",70,89.1620723476756
"Industrial -> Urban heat island","Biodiversity",0.243731494624093,"green","Industrial",71,89.4058038422997
"Local jobs -> Economic wellbeing","Biodiversity",0.241919521553719,"green","Industrial",72,89.6477233638534
"Gray infrastructure -* Toxics","Biodiversity",0.241516718980595,"green","Industrial",73,89.889240082834
"Bacteria -* Physical health","Biodiversity",0.241470108807108,"green","Industrial",74,90.1307101916411
"Local jobs -> Property value","Biodiversity",0.241196275095362,"green","Industrial",75,90.3719064667365
"Toxics -* Physical health","Biodiversity",0.239461656647362,"green","Industrial",76,90.6113681233839
"Urban heat island -* Physical health","Biodiversity",0.239201917792698,"green","Industrial",77,90.8505700411766
"Water quality -> Social cohesion","Biodiversity",0.238899620630273,"green","Industrial",78,91.0894696618068
"Industrial -* Property value","Biodiversity",0.236966866146449,"green","Industrial",79,91.3264365279533
"Property value -> Economic wellbeing","Biodiversity",0.235947364185627,"green","Industrial",80,91.5623838921389
"Biodiversity -* Biodiversity","Biodiversity",0.234597603887807,"green","Industrial",81,91.7969814960267
"Noise -* Physical health","Biodiversity",0.22478754959969,"green","Industrial",82,92.0217690456264
"Salmon -> Local foods","Biodiversity",0.223557030058513,"green","Industrial",83,92.2453260756849
"Access to nature -> Social cohesion","Biodiversity",0.217934184589195,"green","Industrial",84,92.4632602602741
"Social cohesion -* Social cohesion","Biodiversity",0.213249378498256,"green","Industrial",85,92.6765096387724
"Residential -> Toxics","Biodiversity",0.207468221989173,"green","Industrial",86,92.8839778607615
"Access to nature -> Property value","Biodiversity",0.20574020602418,"green","Industrial",87,93.0897180667857
"Transportation -> Noise","Biodiversity",0.205406815282774,"green","Industrial",88,93.2951248820685
"Green infrastructure -> Air quality","Biodiversity",0.2042454736556,"green","Industrial",89,93.4993703557241
"Transportation -> Water temperature","Biodiversity",0.204037929033122,"green","Industrial",90,93.7034082847572
"Urban heat island -> Water temperature","Biodiversity",0.203650523019476,"green","Industrial",91,93.9070588077767
"Flooding -* Air quality","Biodiversity",0.203463910660084,"green","Industrial",92,94.1105227184368
"Noise -* Social cohesion","Biodiversity",0.193995567696413,"green","Industrial",93,94.3045182861332
"Walkability -> Affordability","Biodiversity",0.190956336725056,"green","Industrial",94,94.4954746228582
"Salmon -> Physical health","Biodiversity",0.183452903232713,"green","Industrial",95,94.678927526091
"Green infrastructure -* Urban heat island","Biodiversity",0.17291785557143,"green","Industrial",96,94.8518453816624
"Gray infrastructure -* Gray infrastructure","Biodiversity",0.171284287441365,"green","Industrial",97,95.0231296691038
"Local foods -> Physical health","Biodiversity",0.168377728078686,"green","Industrial",98,95.1915073971824
"Water quality -> Physical health","Biodiversity",0.164580593919758,"green","Industrial",99,95.3560879911022
"Residential -> Nutrients","Biodiversity",0.162609056182852,"green","Industrial",100,95.518697047285
"Air quality -> Social cohesion","Biodiversity",0.162153020329017,"green","Industrial",101,95.6808500676141
"Economic wellbeing -> Affordability","Biodiversity",0.159065418173234,"green","Industrial",102,95.8399154857873
"Local jobs -> Social cohesion","Biodiversity",0.158451138629802,"green","Industrial",103,95.9983666244171
"Transportation -> Property value","Biodiversity",0.158305428411443,"green","Industrial",104,96.1566720528285
"Water temperature -* Water quality","Biodiversity",0.15587288157526,"green","Industrial",105,96.3125449344038
"Industrial -* Air quality","Biodiversity",0.155189954229013,"green","Industrial",106,96.4677348886328
"Noise -* Biodiversity","Biodiversity",0.154190022083257,"green","Industrial",107,96.6219249107161
"Local foods -> Affordability","Biodiversity",0.152291607750981,"green","Industrial",108,96.7742165184671
"Climate mitigation -> Salmon","Biodiversity",0.150597668054566,"green","Industrial",109,96.9248141865216
"Mental health -> Physical health","Biodiversity",0.149584101325834,"green","Industrial",110,97.0743982878475
"Access to nature -> Local foods","Biodiversity",0.147963171937347,"green","Industrial",111,97.2223614597848
"Salmon -* Salmon","Biodiversity",0.146721008972781,"green","Industrial",112,97.3690824687576
"Flooding -> Sediment","Biodiversity",0.145965957635866,"green","Industrial",113,97.5150484263934
"Transportation -> Flooding","Biodiversity",0.145604608086841,"green","Industrial",114,97.6606530344803
"Noise -* Mental health","Biodiversity",0.145578463460698,"green","Industrial",115,97.806231497941
"Local jobs -* Local jobs","Biodiversity",0.143547243113829,"green","Industrial",116,97.9497787410548
"Green infrastructure -* Noise","Biodiversity",0.14224500777007,"green","Industrial",117,98.0920237488249
"Local foods -* Local foods","Biodiversity",0.141953209763074,"green","Industrial",118,98.233976958588
"Source control -* Toxics","Biodiversity",0.141685963992297,"green","Industrial",119,98.3756629225803
"Flooding -* Salmon","Biodiversity",0.136909591688836,"green","Industrial",120,98.5125725142691
"Noise -* Property value","Biodiversity",0.135418547951621,"green","Industrial",121,98.6479910622207
"Toxics -* Toxics","Biodiversity",0.133790125624354,"green","Industrial",122,98.7817811878451
"Economic wellbeing -> Mental health","Biodiversity",0.132449185649873,"green","Industrial",123,98.9142303734949
"Affordability -* Affordability","Biodiversity",0.12776594664517,"green","Industrial",124,99.0419963201401
"Salmon -> Biodiversity","Biodiversity",0.127658202413678,"green","Industrial",125,99.1696545225538
"Water quality -> Biodiversity","Biodiversity",0.120853748449119,"green","Industrial",126,99.2905082710029
"Local foods -> Social cohesion","Biodiversity",0.108003785177966,"green","Industrial",127,99.3985120561809
"Gray infrastructure -* Flooding","Biodiversity",0.103622291066687,"green","Industrial",128,99.5021343472476
"Water quality -> Local foods","Biodiversity",0.0944938413636787,"green","Industrial",129,99.5966281886112
"Walkability -> Property value","Biodiversity",0.0883667585659842,"green","Industrial",130,99.6849949471772
"Physical health -* Physical health","Biodiversity",0.0853844756619081,"green","Industrial",131,99.7703794228391
"Walkability -> Social cohesion","Biodiversity",0.0813040980228916,"green","Industrial",132,99.851683520862
"Property value -* Property value","Biodiversity",0.0758098031571275,"green","Industrial",133,99.9274933240192
"Noise -* Noise","Biodiversity",0.0725066759809237,"green","Industrial",134,100
"Industrial -* Industrial","Physical health",26.5166524672049,"green","Industrial",1,26.5166524672049
"Green infrastructure -* Green infrastructure","Physical health",14.3341555759863,"green","Industrial",2,40.8508080431912
"Climate mitigation -* Climate mitigation","Physical health",3.43059943750378,"green","Industrial",3,44.281407480695
"Flooding -* Flooding","Physical health",2.61848984541702,"green","Industrial",4,46.899897326112
"Industrial -> Flooding","Physical health",2.0406726569211,"green","Industrial",5,48.9405699830331
"Green infrastructure -* Flooding","Physical health",2.02827820965218,"green","Industrial",6,50.9688481926853
"Climate mitigation -* Urban heat island","Physical health",1.98022176103352,"green","Industrial",7,52.9490699537188
"Walkability -* Walkability","Physical health",1.60823406236012,"green","Industrial",8,54.5573040160789
"Industrial -> Toxics","Physical health",1.29755722204901,"green","Industrial",9,55.8548612381279
"Access to nature -> Walkability","Physical health",1.24477326861308,"green","Industrial",10,57.099634506741
"Green infrastructure -> Access to nature","Physical health",1.11118589452722,"green","Industrial",11,58.2108204012682
"Access to nature -* Access to nature","Physical health",1.0466477282234,"green","Industrial",12,59.2574681294916
"Access to nature -> Physical health","Physical health",0.860857654399221,"green","Industrial",13,60.1183257838908
"Sediment -* Sediment","Physical health",0.829706827347245,"green","Industrial",14,60.9480326112381
"Walkability -> Climate mitigation","Physical health",0.824824599348341,"green","Industrial",15,61.7728572105864
"Green infrastructure -* Sediment","Physical health",0.75710282420701,"green","Industrial",16,62.5299600347934
"Industrial -> Local jobs","Physical health",0.697093260450365,"green","Industrial",17,63.2270532952438
"Affordability -> Economic wellbeing","Physical health",0.653176794569999,"green","Industrial",18,63.8802300898138
"Source control -* Source control","Physical health",0.650630429156862,"green","Industrial",19,64.5308605189707
"Transportation -> Urban heat island","Physical health",0.636496385227451,"green","Industrial",20,65.1673569041981
"Water quality -* Water quality","Physical health",0.626129996611379,"green","Industrial",21,65.7934869008095
