"Link","ModelName","LandUse","Solution","Node","difference","difference_perc","Type"
"Industrial->Toxics","Sims_Mod_2","Transportation","source","Affordability",0.026,2.6,"human"
"Transportation->Toxics","Sims_Mod_3","Transportation","source","Affordability",0.198,19.8,"human"
"Transportation->Water temperature","Sims_Mod_4","Transportation","source","Affordability",0.098,9.8,"human"
"Transportation->Flooding","Sims_Mod_5","Transportation","source","Affordability",0.202,20.2,"human"
"Residential->Nutrients","Sims_Mod_6","Transportation","source","Affordability",0.048,4.8,"human"
"Residential->Sediment","Sims_Mod_7","Transportation","source","Affordability",0.02,2,"human"
"Residential->Bacteria","Sims_Mod_8","Transportation","source","Affordability",0.02,2,"human"
"Industrial->Sediment","Sims_Mod_9","Transportation","source","Affordability",0.032,3.2,"human"
"Industrial->Flooding","Sims_Mod_10","Transportation","source","Affordability",0.016,1.6,"human"
"Flooding->Bacteria","Sims_Mod_11","Transportation","source","Affordability",0.0740000000000001,7.40000000000001,"human"
"Flooding-*Salmon","Sims_Mod_12","Transportation","source","Affordability",0.042,4.2,"human"
"Water quality->Salmon","Sims_Mod_13","Transportation","source","Affordability",0.032,3.2,"human"
"Air quality->Physical health","Sims_Mod_14","Transportation","source","Affordability",0.034,3.4,"human"
"Urban heat island-*Physical health","Sims_Mod_15","Transportation","source","Affordability",0.038,3.8,"human"
"Nutrients-*Water quality","Sims_Mod_16","Transportation","source","Affordability",0.024,2.4,"human"
"Flooding->Sediment","Sims_Mod_17","Transportation","source","Affordability",0.0680000000000001,6.80000000000001,"human"
"Sediment-*Water quality","Sims_Mod_18","Transportation","source","Affordability",0.0860000000000001,8.60000000000001,"human"
"Mental health->Physical health","Sims_Mod_19","Transportation","source","Affordability",0.0580000000000001,5.80000000000001,"human"
"Water quality->Physical health","Sims_Mod_20","Transportation","source","Affordability",0.026,2.6,"human"
"Social cohesion->Mental health","Sims_Mod_21","Transportation","source","Affordability",0.042,4.2,"human"
"Toxics-*Physical health","Sims_Mod_22","Transportation","source","Affordability",0.046,4.6,"human"
"Biodiversity->Salmon","Sims_Mod_23","Transportation","source","Affordability",0.0660000000000001,6.60000000000001,"human"
"Urban heat island-*Biodiversity","Sims_Mod_24","Transportation","source","Affordability",0.03,3,"human"
"Bacteria-*Physical health","Sims_Mod_25","Transportation","source","Affordability",0.056,5.6,"human"
"Air quality->Social cohesion","Sims_Mod_26","Transportation","source","Affordability",0.054,5.4,"human"
"Access to nature->Social cohesion","Sims_Mod_27","Transportation","source","Affordability",0.04,4,"human"
"Transportation->Noise","Sims_Mod_28","Transportation","source","Affordability",-0.014,-1.4,"human"
"Water quality->Biodiversity","Sims_Mod_29","Transportation","source","Affordability",0.026,2.6,"human"
"Noise-*Biodiversity","Sims_Mod_30","Transportation","source","Affordability",0.056,5.6,"human"
"Salmon->Physical health","Sims_Mod_31","Transportation","source","Affordability",0.00800000000000001,0.800000000000001,"human"
"Climate mitigation->Salmon","Sims_Mod_32","Transportation","source","Affordability",0.056,5.6,"human"
"Climate mitigation-*Water temperature","Sims_Mod_33","Transportation","source","Affordability",0.026,2.6,"human"
"Climate mitigation->Biodiversity","Sims_Mod_34","Transportation","source","Affordability",0.00800000000000001,0.800000000000001,"human"
"Access to nature->Physical health","Sims_Mod_35","Transportation","source","Affordability",0.05,5,"human"
"Flooding-*Air quality","Sims_Mod_36","Transportation","source","Affordability",0.032,3.2,"human"
"Industrial->Noise","Sims_Mod_37","Transportation","source","Affordability",0.056,5.6,"human"
"Transportation-*Air quality","Sims_Mod_38","Transportation","source","Affordability",0.0740000000000001,7.40000000000001,"human"
"Economic wellbeing->Physical health","Sims_Mod_39","Transportation","source","Affordability",0.036,3.6,"human"
"Affordability->Economic wellbeing","Sims_Mod_40","Transportation","source","Affordability",0.018,1.8,"human"
"Access to nature-*Affordability","Sims_Mod_41","Transportation","source","Affordability",0.016,1.6,"human"
"Local foods->Social cohesion","Sims_Mod_42","Transportation","source","Affordability",0.014,1.4,"human"
"Salmon->Local foods","Sims_Mod_43","Transportation","source","Affordability",0.018,1.8,"human"
"Water quality->Local foods","Sims_Mod_44","Transportation","source","Affordability",-0.002,-0.2,"human"
"Toxics-*Water quality","Sims_Mod_45","Transportation","source","Affordability",-0.0679999999999999,-6.79999999999999,"human"
"Local foods->Physical health","Sims_Mod_46","Transportation","source","Affordability",0.018,1.8,"human"
"Water quality->Social cohesion","Sims_Mod_47","Transportation","source","Affordability",0.026,2.6,"human"
"Local jobs->Economic wellbeing","Sims_Mod_48","Transportation","source","Affordability",0.052,5.2,"human"
"Walkability->Climate mitigation","Sims_Mod_49","Transportation","source","Affordability",0.002,0.2,"human"
"Walkability->Affordability","Sims_Mod_50","Transportation","source","Affordability",0.0600000000000001,6.00000000000001,"human"
"Access to nature->Walkability","Sims_Mod_51","Transportation","source","Affordability",0.042,4.2,"human"
"Walkability->Social cohesion","Sims_Mod_52","Transportation","source","Affordability",0.03,3,"human"
"Walkability->Air quality","Sims_Mod_53","Transportation","source","Affordability",0.026,2.6,"human"
"Walkability-*Noise","Sims_Mod_54","Transportation","source","Affordability",0.05,5,"human"
"Industrial->Water temperature","Sims_Mod_55","Transportation","source","Affordability",0.018,1.8,"human"
"Toxics-*Biodiversity","Sims_Mod_56","Transportation","source","Affordability",0.004,0.4,"human"
"Noise-*Physical health","Sims_Mod_57","Transportation","source","Affordability",0.024,2.4,"human"
"Access to nature->Mental health","Sims_Mod_58","Transportation","source","Affordability",0.0600000000000001,6.00000000000001,"human"
"Local foods->Affordability","Sims_Mod_59","Transportation","source","Affordability",0.09,9,"human"
"Water temperature-*Water quality","Sims_Mod_60","Transportation","source","Affordability",0.122,12.2,"human"
"Bacteria-*Water quality","Sims_Mod_61","Transportation","source","Affordability",0.096,9.6,"human"
"Bacteria-*Local foods","Sims_Mod_62","Transportation","source","Affordability",0.026,2.6,"human"
"Walkability->Physical health","Sims_Mod_63","Transportation","source","Affordability",0.05,5,"human"
"Flooding-*Property value","Sims_Mod_64","Transportation","source","Affordability",-0.004,-0.4,"human"
"Property value-*Affordability","Sims_Mod_65","Transportation","source","Affordability",0.042,4.2,"human"
"Noise-*Property value","Sims_Mod_66","Transportation","source","Affordability",0.038,3.8,"human"
"Access to nature->Property value","Sims_Mod_67","Transportation","source","Affordability",0.014,1.4,"human"
"Industrial-*Property value","Sims_Mod_68","Transportation","source","Affordability",0.036,3.6,"human"
"Transportation->Property value","Sims_Mod_69","Transportation","source","Affordability",0.052,5.2,"human"
"Walkability->Property value","Sims_Mod_70","Transportation","source","Affordability",0.044,4.4,"human"
"Property value->Economic wellbeing","Sims_Mod_71","Transportation","source","Affordability",0.032,3.2,"human"
"Local jobs->Property value","Sims_Mod_72","Transportation","source","Affordability",0.0660000000000001,6.60000000000001,"human"
"Gray infrastructure-*Flooding","Sims_Mod_73","Transportation","source","Affordability",0.016,1.6,"human"
"Gray infrastructure-*Sediment","Sims_Mod_74","Transportation","source","Affordability",0.0600000000000001,6.00000000000001,"human"
"Gray infrastructure-*Toxics","Sims_Mod_75","Transportation","source","Affordability",0.044,4.4,"human"
"Green infrastructure-*Toxics","Sims_Mod_76","Transportation","source","Affordability",0.034,3.4,"human"
"Green infrastructure->Access to nature","Sims_Mod_77","Transportation","source","Affordability",0.028,2.8,"human"
"Green infrastructure->Climate mitigation","Sims_Mod_78","Transportation","source","Affordability",0.0700000000000001,7.00000000000001,"human"
"Green infrastructure-*Noise","Sims_Mod_79","Transportation","source","Affordability",0.00600000000000001,0.600000000000001,"human"
"Gray infrastructure->Local jobs","Sims_Mod_80","Transportation","source","Affordability",0.028,2.8,"human"
"Green infrastructure->Local jobs","Sims_Mod_81","Transportation","source","Affordability",0.02,2,"human"
"Source control-*Toxics","Sims_Mod_82","Transportation","source","Affordability",-0.216,-21.6,"human"
"Green infrastructure-*Flooding","Sims_Mod_83","Transportation","source","Affordability",0.0660000000000001,6.60000000000001,"human"
"Green infrastructure->Air quality","Sims_Mod_84","Transportation","source","Affordability",0.028,2.8,"human"
"Green infrastructure-*Urban heat island","Sims_Mod_85","Transportation","source","Affordability",0.046,4.6,"human"
"Toxics-*Salmon","Sims_Mod_86","Transportation","source","Affordability",0.012,1.2,"human"
"Noise-*Mental health","Sims_Mod_87","Transportation","source","Affordability",0.0580000000000001,5.80000000000001,"human"
"Urban heat island->Water temperature","Sims_Mod_88","Transportation","source","Affordability",0.0580000000000001,5.80000000000001,"human"
"Economic wellbeing->Mental health","Sims_Mod_89","Transportation","source","Affordability",0.0800000000000001,8.00000000000001,"human"
"Biodiversity->Local foods","Sims_Mod_90","Transportation","source","Affordability",0.018,1.8,"human"
"Local jobs->Social cohesion","Sims_Mod_91","Transportation","source","Affordability",0.056,5.6,"human"
"Access to nature->Local foods","Sims_Mod_92","Transportation","source","Affordability",0.026,2.6,"human"
"Local foods->Mental health","Sims_Mod_93","Transportation","source","Affordability",0.0680000000000001,6.80000000000001,"human"
"Noise-*Social cohesion","Sims_Mod_94","Transportation","source","Affordability",0.05,5,"human"
"Industrial-*Air quality","Sims_Mod_95","Transportation","source","Affordability",0.0740000000000001,7.40000000000001,"human"
"Industrial->Local jobs","Sims_Mod_96","Transportation","source","Affordability",0.026,2.6,"human"
"Climate mitigation-*Urban heat island","Sims_Mod_97","Transportation","source","Affordability",0.046,4.6,"human"
"Industrial->Urban heat island","Sims_Mod_98","Transportation","source","Affordability",0.0640000000000001,6.40000000000001,"human"
"Transportation->Urban heat island","Sims_Mod_99","Transportation","source","Affordability",0.092,9.2,"human"
"Green infrastructure-*Sediment","Sims_Mod_100","Transportation","source","Affordability",0.018,1.8,"human"
"Physical health->Mental health","Sims_Mod_101","Transportation","source","Affordability",0.03,3,"human"
"Salmon->Biodiversity","Sims_Mod_102","Transportation","source","Affordability",0.038,3.8,"human"
"Physical health->Economic wellbeing","Sims_Mod_103","Transportation","source","Affordability",0.02,2,"human"
"Economic wellbeing->Affordability","Sims_Mod_104","Transportation","source","Affordability",0.122,12.2,"human"
"Mental health->Economic wellbeing","Sims_Mod_105","Transportation","source","Affordability",0.05,5,"human"
"Residential->Toxics","Sims_Mod_1","Transportation","gray","Affordability",-0.058,-5.8,"human"
"Industrial->Toxics","Sims_Mod_2","Transportation","gray","Affordability",-0.042,-4.2,"human"
"Transportation->Toxics","Sims_Mod_3","Transportation","gray","Affordability",0.156,15.6,"human"
"Transportation->Water temperature","Sims_Mod_4","Transportation","gray","Affordability",0.026,2.6,"human"
"Transportation->Flooding","Sims_Mod_5","Transportation","gray","Affordability",0.34,34,"human"
"Residential->Nutrients","Sims_Mod_6","Transportation","gray","Affordability",-0.02,-2,"human"
"Residential->Sediment","Sims_Mod_7","Transportation","gray","Affordability",-0.05,-5,"human"
"Residential->Bacteria","Sims_Mod_8","Transportation","gray","Affordability",-0.042,-4.2,"human"
"Industrial->Sediment","Sims_Mod_9","Transportation","gray","Affordability",-0.00800000000000001,-0.800000000000001,"human"
"Industrial->Flooding","Sims_Mod_10","Transportation","gray","Affordability",0.004,0.4,"human"
"Flooding->Bacteria","Sims_Mod_11","Transportation","gray","Affordability",-0.06,-6,"human"
"Flooding-*Salmon","Sims_Mod_12","Transportation","gray","Affordability",0.024,2.4,"human"
"Water quality->Salmon","Sims_Mod_13","Transportation","gray","Affordability",-0.058,-5.8,"human"
"Air quality->Physical health","Sims_Mod_14","Transportation","gray","Affordability",0.018,1.8,"human"
"Urban heat island-*Physical health","Sims_Mod_15","Transportation","gray","Affordability",-0.04,-4,"human"
"Nutrients-*Water quality","Sims_Mod_16","Transportation","gray","Affordability",0,0,"human"
"Flooding->Sediment","Sims_Mod_17","Transportation","gray","Affordability",0.016,1.6,"human"
"Sediment-*Water quality","Sims_Mod_18","Transportation","gray","Affordability",-0.176,-17.6,"human"
"Mental health->Physical health","Sims_Mod_19","Transportation","gray","Affordability",-0.042,-4.2,"human"
"Water quality->Physical health","Sims_Mod_20","Transportation","gray","Affordability",-0.014,-1.4,"human"
"Social cohesion->Mental health","Sims_Mod_21","Transportation","gray","Affordability",-0.012,-1.2,"human"
